Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     130/131         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<metal, std::allocator<void>, vec3&, double&>(metal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [320]
[304]    0.0    0.00    0.00     131         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::get() [304]
                0.00    0.00     131/131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [312]
-----------------------------------------------
                0.00    0.00       1/131         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<metal, std::allocator<void>, vec3, double>(metal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&) [598]
                0.00    0.00     130/131         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<metal, std::allocator<void>, vec3&, double&>(metal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [320]
[305]    0.0    0.00    0.00     131         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [305]
-----------------------------------------------
                0.00    0.00     131/131         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [271]
[306]    0.0    0.00    0.00     131         std::__new_allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [306]
-----------------------------------------------
                0.00    0.00     131/131         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [313]
[307]    0.0    0.00    0.00     131         std::__new_allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [307]
-----------------------------------------------
                0.00    0.00     131/131         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [115]
[308]    0.0    0.00    0.00     131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [308]
                0.00    0.00     131/262         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [273]
                0.00    0.00     131/131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [311]
                0.00    0.00     131/262         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [270]
                0.00    0.00     131/262         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [271]
                0.00    0.00     131/262         std::__new_allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator() [272]
-----------------------------------------------
                0.00    0.00     131/131         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [115]
[309]    0.0    0.00    0.00     131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [309]
                0.00    0.00     131/262         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [273]
                0.00    0.00     131/393         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [248]
                0.00    0.00     131/131         void std::_Destroy<metal>(metal*) [314]
-----------------------------------------------
                0.00    0.00       1/131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3, double>(std::allocator<void>, vec3&&, double&&) [607]
                0.00    0.00     130/131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3&, double&>(std::allocator<void>, vec3&, double&) [321]
[310]    0.0    0.00    0.00     131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<void>) [310]
                0.00    0.00     131/1764        std::_Sp_ebo_helper<0, std::allocator<void>, true>::_Sp_ebo_helper(std::allocator<void> const&) [148]
-----------------------------------------------
                0.00    0.00     131/131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [308]
[311]    0.0    0.00    0.00     131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [311]
                0.00    0.00     131/1764        std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base() [153]
-----------------------------------------------
                0.00    0.00     131/131         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::get() [304]
[312]    0.0    0.00    0.00     131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [312]
-----------------------------------------------
                0.00    0.00       1/131         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<metal, std::allocator<void>, vec3, double>(metal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&) [598]
                0.00    0.00     130/131         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<metal, std::allocator<void>, vec3&, double&>(metal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [320]
[313]    0.0    0.00    0.00     131         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [313]
                0.00    0.00     131/131         std::__new_allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [307]
                0.00    0.00     131/262         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [270]
-----------------------------------------------
                0.00    0.00     131/131         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [309]
[314]    0.0    0.00    0.00     131         void std::_Destroy<metal>(metal*) [314]
                0.00    0.00     131/131         metal::~metal() [300]
-----------------------------------------------
                0.00    0.00     130/130         std::shared_ptr<std::enable_if<!is_array<metal>::value, metal>::type> std::make_shared<metal, vec3&, double&>(vec3&, double&) [323]
[315]    0.0    0.00    0.00     130         std::shared_ptr<metal>::shared_ptr<std::allocator<void>, vec3&, double&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [315]
                0.00    0.00     130/130         std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3&, double&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [317]
-----------------------------------------------
                0.00    0.00     130/130         main [43]
[316]    0.0    0.00    0.00     130         std::enable_if<is_assignable<std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&, std::shared_ptr<metal> >::value, std::shared_ptr<material>&>::type std::shared_ptr<material>::operator=<metal>(std::shared_ptr<metal>&&) [316]
                0.00    0.00     130/130         std::enable_if<__sp_compatible_with<metal*, material*>::value, std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&>::type std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::operator=<metal>(std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>&&) [319]
-----------------------------------------------
                0.00    0.00     130/130         std::shared_ptr<metal>::shared_ptr<std::allocator<void>, vec3&, double&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [315]
[317]    0.0    0.00    0.00     130         std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3&, double&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [317]
                0.00    0.00     130/130         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<metal, std::allocator<void>, vec3&, double&>(metal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [320]
                0.00    0.00     130/131         std::enable_if<!__has_esft_base<metal>::value, void>::type std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<metal, metal>(metal*) [302]
-----------------------------------------------
                0.00    0.00     130/130         std::enable_if<__sp_compatible_with<metal*, material*>::value, std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&>::type std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::operator=<metal>(std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>&&) [319]
[318]    0.0    0.00    0.00     130         std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<metal, void>(std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>&&) [318]
                0.00    0.00     130/19522       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [106]
                0.00    0.00     130/3661        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [135]
-----------------------------------------------
                0.00    0.00     130/130         std::enable_if<is_assignable<std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&, std::shared_ptr<metal> >::value, std::shared_ptr<material>&>::type std::shared_ptr<material>::operator=<metal>(std::shared_ptr<metal>&&) [316]
[319]    0.0    0.00    0.00     130         std::enable_if<__sp_compatible_with<metal*, material*>::value, std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&>::type std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::operator=<metal>(std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>&&) [319]
                0.00    0.00     130/130         std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<metal, void>(std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>&&) [318]
                0.00    0.00     130/878         std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&) [199]
                0.00    0.00     130/27846       std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 1> [108]
-----------------------------------------------
                0.00    0.00     130/130         std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3&, double&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [317]
[320]    0.0    0.00    0.00     130         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<metal, std::allocator<void>, vec3&, double&>(metal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [320]
                0.00    0.00     130/131         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [313]
                0.00    0.00     130/131         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::get() [304]
                0.00    0.00     130/130         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3&, double&>(std::allocator<void>, vec3&, double&) [321]
                0.00    0.00     130/131         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [305]
                0.00    0.00     130/393         std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [248]
                0.00    0.00     130/262         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [271]
                0.00    0.00     130/262         std::__new_allocator<std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator() [272]
